transaction_id,datetime,date,year,month,year_month,year_quarter,store_id,store_name,district,store_lat,store_lon,customer_id,customer_gender,age_band,customer_segment,channel,payment_method,campaign,product_category,product_subcategory,quantity,unit_price_mur,discount_pct,gross_margin_pct,gross_sales_mur,net_sales_mur,cost_mur,gross_profit_mur,returned_flag,delivery_minutes,satisfaction_score,calc_net_sales,diff
T0022963,2024-09-24T18:15:02Z,2024-09-24,2024,9,2024-09,2024Q3,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,212,Female,25-34,New,In-store,Card,BackToSchool,Beauty,Fragrance,1,624.11,0.093,0.303,624.11,566.06777,394.55,171.52,0,NA,NA,566.06777,0.002230000000054133
T0019488,2024-09-24T18:41:20Z,2024-09-24,2024,9,2024-09,2024Q3,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,1845,Female,45-54,New,In-store,Cash,BackToSchool,Grocery,Snacks,2,92.95,0.065,0.218,185.9,173.81650000000002,135.93,37.89,0,NA,4.8,173.81650000000002,0.0034999999999740794
T0023329,2024-09-24T19:03:11Z,2024-09-24,2024,9,2024-09,2024Q3,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,861,Male,55+,Returning,In-store,Cash,BackToSchool,Home,Cleaning,3,588.48,0.029,0.233,1765.44,1714.24224,1314.82,399.42,0,NA,4.4,1714.24224,0.0022400000000288856
T0020191,2024-09-24T20:26:04Z,2024-09-24,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,82,Female,35-44,New,In-store,Card,BackToSchool,Grocery,Beverages,4,66.13,0.106,0.262,264.52,236.48087999999998,174.52,61.96,0,NA,3.5,236.48087999999998,8.799999999951069e-4
T0015388,2024-09-24T20:41:14Z,2024-09-24,2024,9,2024-09,2024Q3,4,IslandMart Store 04,Pamplemousses,-20.097456163422862,57.57448002430312,802,Male,35-44,VIP,In-store,Card,BackToSchool,Grocery,Fresh,3,73.65,0.108,0.242,220.95,197.0874,149.39,47.7,0,NA,4.4,197.0874,0.002600000000001046
T0022510,2024-09-24T20:48:10Z,2024-09-24,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,159,Male,25-34,Returning,In-store,Card,BackToSchool,Grocery,Snacks,1,63.26,0.123,0.194,63.26,55.47902,44.72,10.76,0,NA,4.5,55.47902,9.799999999984266e-4
T0012638,2024-09-24T21:35:59Z,2024-09-24,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,1642,Male,35-44,Returning,In-store,Card,BackToSchool,Fashion,Men,2,920.13,0.144,0.333,1840.26,1575.26256,1050.7,524.56,0,NA,4.3,1575.26256,0.0025599999999030842
T0011712,2024-09-24T22:07:51Z,2024-09-24,2024,9,2024-09,2024Q3,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,845,Male,55+,VIP,In-store,Card,BackToSchool,Baby,Diapers,2,836.45,0.108,0.215,1672.9,1492.2268000000001,1171.4,320.83,0,NA,NA,1492.2268000000001,0.0031999999998788553
T0010426,2024-09-24T22:59:11Z,2024-09-24,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,1111,Female,45-54,Returning,In-store,Card,BackToSchool,Grocery,Beverages,3,86.99,0.116,0.173,260.97,230.69748,190.79,39.91,0,NA,4.7,230.69748,0.002519999999975653
T0006845,2024-09-24T23:22:47Z,2024-09-24,2024,9,2024-09,2024Q3,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,1690,Male,45-54,Returning,Delivery,Cash,BackToSchool,Grocery,Dry,2,75.03,0.055,0.228,150.06,141.8067,109.48,32.33,0,57,4.4,141.8067,0.003299999999995862
T0021901,2024-09-25T00:56:23Z,2024-09-25,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,1901,Female,25-34,Returning,In-store,Cash,BackToSchool,Grocery,Snacks,3,64.18,0.055,0.277,192.54,181.95029999999997,131.55,50.4,0,NA,NA,181.95029999999997,2.9999999998153726e-4
T0016617,2024-09-25T01:30:49Z,2024-09-25,2024,9,2024-09,2024Q3,6,IslandMart Store 06,Rivière du Rempart,-20.036536377811963,57.724947458671785,143,Female,25-34,Returning,In-store,Card,BackToSchool,Pharmacy,OTC,1,278.4,0.142,0.224,278.4,238.86719999999997,185.36,53.51,0,NA,4,238.86719999999997,0.002800000000036107
T0005290,2024-09-25T02:15:31Z,2024-09-25,2024,9,2024-09,2024Q3,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,1845,Female,45-54,New,In-store,MobileMoney,BackToSchool,Grocery,Beverages,1,39.2,0.175,0.238,39.2,32.34,24.64,7.7,0,NA,4.2,32.34,0
T0011045,2024-09-25T02:41:58Z,2024-09-25,2024,9,2024-09,2024Q3,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,807,Female,35-44,Returning,In-store,Card,BackToSchool,Grocery,Dry,3,152.4,0.04,0.172,457.2,438.912,363.42,75.49,0,NA,4.1,438.912,0.0019999999999527063
T0017310,2024-09-25T03:34:17Z,2024-09-25,2024,9,2024-09,2024Q3,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,524,Male,35-44,New,In-store,MobileMoney,BackToSchool,Grocery,Dry,3,74.44,0.105,0.216,223.32,199.8714,156.7,43.17,0,NA,3.2,199.8714,0.0013999999999896318
T0011718,2024-09-25T04:51:54Z,2024-09-25,2024,9,2024-09,2024Q3,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,1700,Female,25-34,New,In-store,Cash,BackToSchool,Grocery,Dry,2,185.03,0.114,0.255,370.06,327.87316,244.26,83.61,0,NA,NA,327.87316,0.0031599999999798456
T0008982,2024-09-25T06:15:16Z,2024-09-25,2024,9,2024-09,2024Q3,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,773,Female,25-34,Returning,In-store,Cash,BackToSchool,Grocery,Fresh,2,70.1,0.167,0.27,140.2,116.78659999999998,85.26,31.53,0,NA,3.7,116.78659999999998,0.003400000000027603
T0019538,2024-09-25T06:22:05Z,2024-09-25,2024,9,2024-09,2024Q3,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,1497,Male,35-44,Returning,In-store,Cash,BackToSchool,Home,Cleaning,1,459.94,0.045,0.249,459.94,439.24269999999996,329.87,109.37,0,NA,4.4,439.24269999999996,0.002699999999947522
T0015218,2024-09-25T07:51:53Z,2024-09-25,2024,9,2024-09,2024Q3,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,834,Male,35-44,Returning,In-store,Card,BackToSchool,Pharmacy,Wellness,1,257.73,0.084,0.263,257.73,236.08068000000003,173.99,62.09,0,NA,4.4,236.08068000000003,6.800000000168893e-4
T0009616,2024-09-25T08:42:13Z,2024-09-25,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,1670,Female,45-54,New,Online,Card,BackToSchool,Home,Kitchen,1,542.13,0.119,0.211,542.13,477.61653,376.84,100.78,0,33,NA,477.61653,0.0034699999999929787
T0009070,2024-09-25T09:02:00Z,2024-09-25,2024,9,2024-09,2024Q3,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,1974,Male,18-24,VIP,In-store,MobileMoney,BackToSchool,Pharmacy,OTC,1,156.54,0.182,0.266,156.54,128.04972,93.99,34.06,0,NA,4.5,128.04972,2.800000000036107e-4
T0003313,2024-09-25T11:00:39Z,2024-09-25,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,1283,Female,25-34,Returning,In-store,Card,BackToSchool,Fashion,Men,2,833.46,0.074,0.377,1666.92,1543.5679200000002,961.64,581.93,0,NA,NA,1543.5679200000002,0.0020799999997507257
T0022380,2024-09-25T11:51:13Z,2024-09-25,2024,9,2024-09,2024Q3,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,1066,Female,25-34,New,Online,Card,BackToSchool,Fashion,Men,1,1499.02,0.108,0.296,1499.02,1337.12584,941.34,395.79,0,19,4,1337.12584,0.004160000000183572
T0022031,2024-09-25T13:27:00Z,2024-09-25,2024,9,2024-09,2024Q3,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,2352,Male,35-44,New,In-store,Card,BackToSchool,Grocery,Snacks,1,91.26,0.108,0.175,91.26,81.40392,67.16,14.24,0,NA,3.5,81.40392,0.003919999999993706
T0011604,2024-09-25T14:30:35Z,2024-09-25,2024,9,2024-09,2024Q3,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,340,Male,18-24,Returning,In-store,Cash,BackToSchool,Beauty,Skincare,2,498.06,0.048,0.269,996.12,948.30624,693.21,255.1,0,NA,4.6,948.30624,0.00375999999994292
T0013228,2024-09-25T14:31:02Z,2024-09-25,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,145,Male,45-54,Returning,Online,Card,BackToSchool,Beauty,Fragrance,1,1003.25,0.093,0.28,1003.25,909.94775,655.16,254.79,0,17,3.9,909.94775,0.002250000000003638
T0012909,2024-09-25T14:59:18Z,2024-09-25,2024,9,2024-09,2024Q3,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,299,Female,25-34,Returning,In-store,Cash,BackToSchool,Grocery,Dry,2,69.75,0.103,0.21,139.5,125.1315,98.85,26.28,0,NA,3.9,125.1315,0.0015000000000071623
T0017738,2024-09-25T17:31:51Z,2024-09-25,2024,9,2024-09,2024Q3,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,2184,Female,18-24,Returning,In-store,Cash,BackToSchool,Baby,Diapers,2,956.98,0.038,0.178,1913.96,1841.2295199999999,1513.49,327.74,0,NA,4.2,1841.2295199999999,4.8000000015235855e-4
T0009972,2024-09-25T17:53:49Z,2024-09-25,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,1600,Female,18-24,Returning,In-store,Cash,BackToSchool,Home,Decor,1,741.54,0.129,0.262,741.54,645.8813399999999,476.66,169.22,0,NA,4.2,645.8813399999999,0.0013399999999137435
T0006198,2024-09-25T19:46:48Z,2024-09-25,2024,9,2024-09,2024Q3,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,2298,Female,35-44,New,In-store,Cash,BackToSchool,Electronics,Appliances,1,4463.78,0.083,0.151,4463.78,4093.28626,3475.2,618.09,0,NA,4.1,4093.28626,0.003740000000107102
T0012361,2024-09-25T21:15:59Z,2024-09-25,2024,9,2024-09,2024Q3,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,183,Male,25-34,New,Online,Card,BackToSchool,Grocery,Dry,2,117.96,0.081,0.243,235.92,216.81047999999998,164.13,52.68,0,30,4.2,216.81047999999998,4.799999999818283e-4
T0011578,2024-09-25T21:39:43Z,2024-09-25,2024,9,2024-09,2024Q3,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,921,Female,55+,New,In-store,MobileMoney,BackToSchool,Grocery,Snacks,2,92.61,0.134,0.193,185.22,160.40052,129.44,30.96,0,NA,4.1,160.40052,5.199999999945248e-4
T0007179,2024-09-25T21:43:27Z,2024-09-25,2024,9,2024-09,2024Q3,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,2293,Male,18-24,Returning,In-store,Card,BackToSchool,Home,Decor,2,764.48,0.021,0.234,1528.96,1496.85184,1146.59,350.26,0,NA,5,1496.85184,0.0018400000001292938
T0000751,2024-09-25T23:34:31Z,2024-09-25,2024,9,2024-09,2024Q3,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,622,Female,25-34,New,Online,Card,BackToSchool,Electronics,Mobile,1,3986.94,0.076,0.211,3986.94,3683.93256,2906.62,777.31,0,30,4,3683.93256,0.0025600000003578316
T0011615,2024-09-25T23:41:43Z,2024-09-25,2024,9,2024-09,2024Q3,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,2059,Female,55+,New,In-store,Card,BackToSchool,Pharmacy,Wellness,1,340.25,0.054,0.281,340.25,321.87649999999996,231.43,90.45,0,NA,4.6,321.87649999999996,0.003500000000030923
T0022916,2024-09-25T23:41:44Z,2024-09-25,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,1846,Female,35-44,New,Online,Card,BackToSchool,Pharmacy,OTC,3,243.57,0.148,0.263,730.71,622.56492,458.83,163.73,0,25,4.1,622.56492,0.004920000000083746
T0005156,2024-09-26T01:15:04Z,2024-09-26,2024,9,2024-09,2024Q3,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,1621,Male,35-44,New,In-store,Cash,BackToSchool,Baby,Care,1,696.94,0.036,0.239,696.94,671.8501600000001,511.28,160.57,0,NA,NA,671.8501600000001,1.6000000005078618e-4
T0013468,2024-09-26T02:24:24Z,2024-09-26,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,135,Female,25-34,Returning,In-store,Cash,BackToSchool,Grocery,Snacks,2,100.51,0.087,0.217,201.02,183.53126,143.7,39.83,0,NA,3.5,183.53126,0.0012600000000020373
T0007320,2024-09-26T02:29:22Z,2024-09-26,2024,9,2024-09,2024Q3,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,2195,Male,45-54,New,In-store,Cash,BackToSchool,Grocery,Beverages,4,91.98,0.17,0.212,367.92,305.3736,240.63,64.74,0,NA,3.4,305.3736,0.0036000000000058208
T0011966,2024-09-26T02:42:22Z,2024-09-26,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,2422,Female,35-44,New,In-store,Cash,BackToSchool,Pharmacy,OTC,2,231.45,0.071,0.262,462.9,430.0341,317.36,112.67,0,NA,4.9,430.0341,0.004100000000050841
T0022680,2024-09-26T03:53:37Z,2024-09-26,2024,9,2024-09,2024Q3,4,IslandMart Store 04,Pamplemousses,-20.097456163422862,57.57448002430312,1470,Female,55+,New,In-store,MobileMoney,BackToSchool,Grocery,Dry,1,86.86,0.075,0.236,86.86,80.3455,61.39,18.96,0,NA,3.4,80.3455,0.004499999999993065
T0001460,2024-09-26T04:25:32Z,2024-09-26,2024,9,2024-09,2024Q3,4,IslandMart Store 04,Pamplemousses,-20.097456163422862,57.57448002430312,347,Female,55+,Returning,In-store,Card,BackToSchool,Electronics,Mobile,1,3222.55,0.086,0.161,3222.55,2945.4107000000004,2471.2,474.21,0,NA,3.8,2945.4107000000004,0.00070000000050640665
T0004498,2024-09-26T08:07:52Z,2024-09-26,2024,9,2024-09,2024Q3,4,IslandMart Store 04,Pamplemousses,-20.097456163422862,57.57448002430312,2110,Female,35-44,Returning,In-store,Card,BackToSchool,Electronics,Appliances,1,3945.02,0.067,0.165,3945.02,3680.70366,3073.38,607.32,0,NA,4.9,3680.70366,0.0036600000003090827
T0015811,2024-09-26T08:42:13Z,2024-09-26,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,851,Female,18-24,New,In-store,Cash,BackToSchool,Grocery,Beverages,3,66.22,0.143,0.209,198.66,170.25162,134.67,35.58,0,NA,3.9,170.25162,0.0016200000000026193
T0017879,2024-09-26T09:16:49Z,2024-09-26,2024,9,2024-09,2024Q3,10,IslandMart Store 10,Black River,-20.391351168727777,57.39401778902976,1160,Male,25-34,New,In-store,Card,BackToSchool,Grocery,Dry,2,58.82,0.144,0.226,117.64,100.69984,77.94,22.76,0,NA,4.4,100.69984,1.6000000000815362e-4
T0000812,2024-09-26T09:18:34Z,2024-09-26,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,389,Male,55+,New,Online,Card,BackToSchool,Home,Cleaning,1,322.7,0.165,0.251,322.7,269.4545,201.82,67.63,0,20,5,269.4545,0.004500000000007276
T0013806,2024-09-26T10:11:38Z,2024-09-26,2024,9,2024-09,2024Q3,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,895,Male,55+,New,Delivery,Card,BackToSchool,Electronics,Accessories,1,3950.69,0.112,0.163,3950.69,3508.21272,2936.37,571.84,0,36,4.9,3508.21272,0.0027199999999538704
T0013394,2024-09-26T10:14:50Z,2024-09-26,2024,9,2024-09,2024Q3,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,66,Female,25-34,VIP,In-store,Card,BackToSchool,Home,Kitchen,1,883.82,0.081,0.225,883.82,812.23058,629.48,182.75,0,NA,NA,812.23058,5.800000000135697e-4
T0021482,2024-09-26T10:38:08Z,2024-09-26,2024,9,2024-09,2024Q3,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,978,Female,35-44,VIP,Delivery,MobileMoney,BackToSchool,Home,Decor,1,866.22,0,0.287,866.22,866.22,617.61,248.61,0,23,4,866.22,0
T0012852,2024-09-26T12:13:39Z,2024-09-26,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,2255,Female,55+,New,Online,Card,BackToSchool,Grocery,Dry,1,109.66,0.091,0.249,109.66,99.68094,74.86,24.82,0,32,4.2,99.68094,9.399999999999409e-4
T0014776,2024-09-26T12:28:33Z,2024-09-26,2024,9,2024-09,2024Q3,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,2435,Female,25-34,Returning,In-store,Card,BackToSchool,Grocery,Beverages,3,142.78,0.057,0.218,428.34,403.92461999999995,315.87,88.05,0,NA,4.7,403.92461999999995,0.004619999999931679
T0004436,2024-09-26T12:50:11Z,2024-09-26,2024,9,2024-09,2024Q3,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,809,Male,55+,VIP,Delivery,Card,BackToSchool,Baby,Care,2,475.38,0.173,0.193,950.76,786.27852,634.53,151.75,0,70,4.6,786.27852,0.0014800000000150249
T0015840,2024-09-26T15:37:40Z,2024-09-26,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,1957,Male,55+,New,In-store,Cash,BackToSchool,Grocery,Fresh,2,197.08,0.101,0.232,394.16,354.34984000000003,272.14,82.21,0,NA,4.5,354.34984000000003,1.5999999999394277e-4
T0015658,2024-09-26T16:00:58Z,2024-09-26,2024,9,2024-09,2024Q3,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,494,Male,25-34,Returning,In-store,Cash,BackToSchool,Beauty,Skincare,1,371.06,0.046,0.313,371.06,353.99124,243.19,110.8,0,NA,4.8,353.99124,0.001239999999995689
T0012480,2024-09-26T16:27:08Z,2024-09-26,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,1171,Female,35-44,Returning,Online,Card,BackToSchool,Grocery,Dry,3,130.43,0.178,0.219,391.29,321.64038000000005,251.2,70.44,0,5,3.3,321.64038000000005,3.8000000006377377e-4
T0005266,2024-09-26T16:30:55Z,2024-09-26,2024,9,2024-09,2024Q3,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,27,Female,25-34,New,In-store,Card,BackToSchool,Baby,Care,3,1072.14,0.165,0.222,3216.42,2685.7107,2089.48,596.23,0,NA,NA,2685.7107,7.000000000516593e-4
T0000493,2024-09-26T16:52:32Z,2024-09-26,2024,9,2024-09,2024Q3,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,2335,Male,25-34,Returning,Online,Card,BackToSchool,Grocery,Snacks,3,85.92,0.1,0.224,257.76,231.984,180.02,51.96,0,47,4.4,231.984,0.004000000000019099
T0004596,2024-09-26T17:21:49Z,2024-09-26,2024,9,2024-09,2024Q3,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,2372,Male,35-44,VIP,In-store,Cash,BackToSchool,Grocery,Dry,2,66.23,0.202,0.186,132.46,105.70308000000001,86.04,19.66,0,NA,4.1,105.70308000000001,0.003080000000011296
T0001793,2024-09-26T19:07:08Z,2024-09-26,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,1136,Male,25-34,New,In-store,Card,BackToSchool,Grocery,Beverages,2,53.44,0.073,0.224,106.88,99.07776,76.89,22.19,0,NA,4,99.07776,0.002240000000000464
T0001253,2024-09-26T20:02:39Z,2024-09-26,2024,9,2024-09,2024Q3,4,IslandMart Store 04,Pamplemousses,-20.097456163422862,57.57448002430312,2,Male,25-34,New,Delivery,Cash,BackToSchool,Grocery,Beverages,2,88.76,0.139,0.165,177.52,152.84472,127.62,25.22,0,69,3.9,152.84472,0.004719999999991842
T0001319,2024-09-26T20:36:11Z,2024-09-26,2024,9,2024-09,2024Q3,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,1386,Male,25-34,New,Delivery,MobileMoney,BackToSchool,Home,Decor,1,776.85,0.119,0.228,776.85,684.40485,528.36,156.04,0,63,4,684.40485,0.004850000000033106
T0004359,2024-09-26T22:01:14Z,2024-09-26,2024,9,2024-09,2024Q3,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,2135,Female,35-44,New,In-store,Card,BackToSchool,Grocery,Beverages,5,127.6,0.063,0.242,638,597.806,453.14,144.67,0,NA,3.7,597.806,0.0039999999999054126
T0019110,2024-09-26T22:11:10Z,2024-09-26,2024,9,2024-09,2024Q3,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,832,Female,18-24,Returning,In-store,Cash,BackToSchool,Grocery,Fresh,4,89.35,0.039,0.218,357.4,343.46139999999997,268.59,74.87,0,NA,NA,343.46139999999997,0.0013999999999896318
T0006651,2024-09-26T23:10:30Z,2024-09-26,2024,9,2024-09,2024Q3,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,2281,Male,25-34,New,In-store,Card,BackToSchool,Grocery,Snacks,2,63.21,0.041,0.192,126.42,121.23678,97.96,23.28,0,NA,5,121.23678,0.0032199999999988904
T0020371,2024-09-27T00:23:38Z,2024-09-27,2024,9,2024-09,2024Q3,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,2081,Female,18-24,Returning,In-store,Card,BackToSchool,Grocery,Dry,1,101.88,0.05,0.246,101.88,96.78599999999999,72.98,23.81,0,NA,3.3,96.78599999999999,0.004000000000019099
T0017074,2024-09-27T01:06:21Z,2024-09-27,2024,9,2024-09,2024Q3,8,IslandMart Store 08,Savanne,-20.483873453366627,57.53126940834703,2104,Male,18-24,VIP,In-store,Card,BackToSchool,Home,Kitchen,2,322.56,0.209,0.302,645.12,510.28992000000005,356.18,154.11,0,NA,4,510.28992000000005,7.999999996854967e-5
T0000902,2024-09-27T02:18:39Z,2024-09-27,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,1831,PreferNotSay,25-34,Returning,In-store,Cash,BackToSchool,Fashion,Footwear,1,681.92,0.022,0.369,681.92,666.9177599999999,420.83,246.09,0,NA,3.7,666.9177599999999,0.0022400000000288856
T0003553,2024-09-27T02:29:24Z,2024-09-27,2024,9,2024-09,2024Q3,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,633,Female,55+,New,In-store,MobileMoney,BackToSchool,Grocery,Dry,3,94.29,0.057,0.221,282.87,266.74640999999997,207.8,58.95,0,NA,4,266.74640999999997,0.0035900000000310683
T0006624,2024-09-27T02:34:04Z,2024-09-27,2024,9,2024-09,2024Q3,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,2108,Female,18-24,Returning,In-store,Cash,BackToSchool,Fashion,Women,1,1148.71,0.043,0.332,1148.71,1099.31547,734.35,364.97,0,NA,4.9,1099.31547,0.004529999999931533
T0008553,2024-09-27T03:10:21Z,2024-09-27,2024,9,2024-09,2024Q3,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,1228,Male,35-44,Returning,Online,Card,BackToSchool,Home,Kitchen,1,878.72,0.123,0.234,878.72,770.63744,590.31,180.33,0,44,3.9,770.63744,0.002560000000016771
T0005777,2024-09-27T03:26:41Z,2024-09-27,2024,9,2024-09,2024Q3,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,493,Female,55+,Returning,In-store,Card,BackToSchool,Grocery,Dry,2,69.71,0.179,0.187,139.42,114.46381999999998,93.06,21.4,0,NA,4.4,114.46381999999998,0.0038199999999903866
T0012700,2024-09-27T05:48:35Z,2024-09-27,2024,9,2024-09,2024Q3,5,IslandMart Store 05,Black River,-20.34485764110588,57.362613537186526,1768,Male,45-54,Returning,In-store,Card,BackToSchool,Home,Decor,2,401.91,0.138,0.221,803.82,692.89284,539.76,153.13,0,NA,3.7,692.89284,0.00283999999999196
T0008768,2024-09-27T06:14:22Z,2024-09-27,2024,9,2024-09,2024Q3,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,1615,Female,35-44,Returning,Online,BankTransfer,BackToSchool,Grocery,Beverages,1,70.72,0.054,0.175,70.72,66.90111999999999,55.19,11.71,0,39,4.3,66.90111999999999,0.001119999999986021
T0009357,2024-09-27T06:18:52Z,2024-09-27,2024,9,2024-09,2024Q3,12,IslandMart Store 12,Plaines Wilhems,-20.28937462867736,57.45593342422749,2065,Male,25-34,Returning,In-store,Cash,BackToSchool,Beauty,Fragrance,1,721.83,0.047,0.328,721.83,687.90399,462.27,225.63,0,NA,4.4,687.90399,0.003990000000044347
T0018935,2024-09-27T06:19:00Z,2024-09-27,2024,9,2024-09,2024Q3,11,IslandMart Store 11,Moka,-20.21829716408683,57.48904435100028,1682,Male,25-34,New,In-store,MobileMoney,BackToSchool,Grocery,Beverages,1,81.9,0.091,0.201,81.9,74.4471,59.49,14.96,0,NA,NA,74.4471,0.002899999999996794
T0016675,2024-09-27T06:24:00Z,2024-09-27,2024,9,2024-09,2024Q3,1,IslandMart Store 01,Pamplemousses,-20.12781205405367,57.56431166803455,1849,Male,45-54,Returning,Delivery,MobileMoney,BackToSchool,Grocery,Fresh,3,100.96,0.072,0.206,302.88,281.07264000000004,223.17,57.9,0,45,4.2,281.07264000000004,0.002640000000042164
T0019623,2024-09-27T07:30:48Z,2024-09-27,2024,9,2024-09,2024Q3,7,IslandMart Store 07,Black River,-20.37842230013073,57.37749390052148,804,Male,25-34,Returning,In-store,Cash,BackToSchool,Beauty,Makeup,1,1216.44,0.032,0.268,1216.44,1177.51392,861.94,315.57,0,NA,4.1,1177.51392,0.003920000000107393
T0017367,2024-09-27T09:51:43Z,2024-09-27,2024,9,2024-09,2024Q3,3,IslandMart Store 03,Plaines Wilhems,-20.283854671551527,57.490571303838465,599,Male,25-34,Returning,In-store,Card,BackToSchool,Grocery,Dry,3,67.71,0.117,0.239,203.13,179.36379,136.49,42.87,0,NA,4.6,179.36379,0.0037899999999808642
T0001108,2024-09-27T11:02:33Z,2024-09-27,2024,9,2024-09,2024Q3,2,IslandMart Store 02,Moka,-20.190172770008743,57.47793486185042,1575,Female,55+,New,Delivery,Card,BackToSchool,Grocery,Beverages,4,107.04,0,0.187,428.16,428.16,348.09,80.07,0,70,NA,428.16,0
T0020880,2024-09-27T13:00:49Z,2024-09-27,2024,9,2024-09,2024Q3,9,IslandMart Store 09,Port Louis,-20.158312740003655,57.47250944285822,201,Male,25-34,VIP,In-store,Card,BackToSchool,Home,Kitchen,2,579.94,0.065,0.236,1159.88,1084.4878,828.55,255.94,0,NA,4.6,1084.4878,0.002199999999902502
